,concept:name,lifecycle:transition,time:timestamp,case:concept:name
4558,Reject_application,complete,1971-03-08 20:06:00+00:00,case[113]
4559,Loan_application_rejected,complete,1971-03-08 20:07:00+00:00,case[113]
4560,Finish_process,complete,1971-03-08 20:08:00+00:00,case[113]
4561,Loan_application_received,complete,1971-03-08 21:00:00+00:00,case[114]
4562,Check_application_form_completeness,complete,1971-03-08 21:01:00+00:00,case[114]
4563,Return_application_back_to_applicant,complete,1971-03-08 21:02:00+00:00,case[114]
4564,Receive_updated_application,complete,1971-03-08 21:03:00+00:00,case[114]
4565,Check_application_form_completeness,complete,1971-03-08 21:04:00+00:00,case[114]
4566,Check_credit_history,complete,1971-03-08 21:05:00+00:00,case[114]
4567,Asses_loan_risk,complete,1971-03-08 21:06:00+00:00,case[114]
4568,Appraise_property,complete,1971-03-08 21:07:00+00:00,case[114]
4569,Asses_elegibility,complete,1971-03-08 21:08:00+00:00,case[114]
4570,Reject_application,complete,1971-03-08 21:09:00+00:00,case[114]
4571,Loan_application_rejected,complete,1971-03-08 21:10:00+00:00,case[114]
4572,Finish_process,complete,1971-03-08 21:11:00+00:00,case[114]
4573,Loan_application_received,complete,1971-03-08 22:00:00+00:00,case[115]
4574,Check_application_form_completeness,complete,1971-03-08 22:01:00+00:00,case[115]
4575,Check_credit_history,complete,1971-03-08 22:02:00+00:00,case[115]
4576,Asses_loan_risk,complete,1971-03-08 22:03:00+00:00,case[115]
4577,Appraise_property,complete,1971-03-08 22:04:00+00:00,case[115]
4578,Asses_elegibility,complete,1971-03-08 22:05:00+00:00,case[115]
4579,Prepare_acceptance_pack,complete,1971-03-08 22:06:00+00:00,case[115]
4580,Check_if_home_insurance_quote_is_requested,complete,1971-03-08 22:07:00+00:00,case[115]
4581,Send_home_insurance_quote,complete,1971-03-08 22:08:00+00:00,case[115]
4582,Verify_repayment_agreement,complete,1971-03-08 22:09:00+00:00,case[115]
4583,Approve_application,complete,1971-03-08 22:10:00+00:00,case[115]
4584,Loan_application_approved,complete,1971-03-08 22:11:00+00:00,case[115]
4585,Finish_process,complete,1971-03-08 22:12:00+00:00,case[115]
4586,Loan_application_received,complete,1971-03-08 23:00:00+00:00,case[116]
4587,Check_application_form_completeness,complete,1971-03-08 23:01:00+00:00,case[116]
4588,Appraise_property,complete,1971-03-08 23:02:00+00:00,case[116]
4589,Check_credit_history,complete,1971-03-08 23:03:00+00:00,case[116]
4590,Asses_loan_risk,complete,1971-03-08 23:04:00+00:00,case[116]
4591,Asses_elegibility,complete,1971-03-08 23:05:00+00:00,case[116]
4592,Prepare_acceptance_pack,complete,1971-03-08 23:06:00+00:00,case[116]
4593,Check_if_home_insurance_quote_is_requested,complete,1971-03-08 23:07:00+00:00,case[116]
4594,Send_acceptance_pack,complete,1971-03-08 23:08:00+00:00,case[116]
4595,Verify_repayment_agreement,complete,1971-03-08 23:09:00+00:00,case[116]
4596,Approve_application,complete,1971-03-08 23:10:00+00:00,case[116]
4597,Loan_application_approved,complete,1971-03-08 23:11:00+00:00,case[116]
4598,Finish_process,complete,1971-03-08 23:12:00+00:00,case[116]
4599,Loan_application_received,complete,1971-03-09 00:00:00+00:00,case[117]
4600,Check_application_form_completeness,complete,1971-03-09 00:01:00+00:00,case[117]
4601,Return_application_back_to_applicant,complete,1971-03-09 00:02:00+00:00,case[117]
4602,Receive_updated_application,complete,1971-03-09 00:03:00+00:00,case[117]
4603,Check_application_form_completeness,complete,1971-03-09 00:04:00+00:00,case[117]
4604,Return_application_back_to_applicant,complete,1971-03-09 00:05:00+00:00,case[117]
4605,Receive_updated_application,complete,1971-03-09 00:06:00+00:00,case[117]
4606,Check_application_form_completeness,complete,1971-03-09 00:07:00+00:00,case[117]
4607,Return_application_back_to_applicant,complete,1971-03-09 00:08:00+00:00,case[117]
4608,Receive_updated_application,complete,1971-03-09 00:09:00+00:00,case[117]
4609,Check_application_form_completeness,complete,1971-03-09 00:10:00+00:00,case[117]
4610,Check_credit_history,complete,1971-03-09 00:11:00+00:00,case[117]
4611,Asses_loan_risk,complete,1971-03-09 00:12:00+00:00,case[117]
4612,Appraise_property,complete,1971-03-09 00:13:00+00:00,case[117]
4613,Asses_elegibility,complete,1971-03-09 00:14:00+00:00,case[117]
4614,Reject_application,complete,1971-03-09 00:15:00+00:00,case[117]
4615,Loan_application_rejected,complete,1971-03-09 00:16:00+00:00,case[117]
4616,Finish_process,complete,1971-03-09 00:17:00+00:00,case[117]
4617,Loan_application_received,complete,1971-03-09 01:00:00+00:00,case[118]
4618,Check_application_form_completeness,complete,1971-03-09 01:01:00+00:00,case[118]
4619,Appraise_property,complete,1971-03-09 01:02:00+00:00,case[118]
4620,Check_credit_history,complete,1971-03-09 01:03:00+00:00,case[118]
4621,Asses_loan_risk,complete,1971-03-09 01:04:00+00:00,case[118]
4622,Asses_elegibility,complete,1971-03-09 01:05:00+00:00,case[118]
4623,Send_home_insurance_quote,complete,1971-03-09 01:06:00+00:00,case[118]
4624,Verify_repayment_agreement,complete,1971-03-09 01:07:00+00:00,case[118]
4625,Approve_application,complete,1971-03-09 01:08:00+00:00,case[118]
4626,Loan_application_approved,complete,1971-03-09 01:09:00+00:00,case[118]
4627,Finish_process,complete,1971-03-09 01:10:00+00:00,case[118]
4628,Loan_application_received,complete,1971-03-09 02:00:00+00:00,case[119]
4629,Check_application_form_completeness,complete,1971-03-09 02:01:00+00:00,case[119]
4630,Appraise_property,complete,1971-03-09 02:02:00+00:00,case[119]
4631,Check_credit_history,complete,1971-03-09 02:03:00+00:00,case[119]
4632,Asses_loan_risk,complete,1971-03-09 02:04:00+00:00,case[119]
4633,Asses_elegibility,complete,1971-03-09 02:05:00+00:00,case[119]
4634,Prepare_acceptance_pack,complete,1971-03-09 02:06:00+00:00,case[119]
4635,Check_if_home_insurance_quote_is_requested,complete,1971-03-09 02:07:00+00:00,case[119]
4636,Send_acceptance_pack,complete,1971-03-09 02:08:00+00:00,case[119]
4637,Verify_repayment_agreement,complete,1971-03-09 02:09:00+00:00,case[119]
4638,Approve_application,complete,1971-03-09 02:10:00+00:00,case[119]
4639,Loan_application_approved,complete,1971-03-09 02:11:00+00:00,case[119]
4640,Finish_process,complete,1971-03-09 02:12:00+00:00,case[119]
4641,Loan_application_received,complete,1971-03-09 03:00:00+00:00,case[120]
4642,Check_application_form_completeness,complete,1971-03-09 03:01:00+00:00,case[120]
4643,Return_application_back_to_applicant,complete,1971-03-09 03:02:00+00:00,case[120]
4644,Receive_updated_application,complete,1971-03-09 03:03:00+00:00,case[120]
4645,Check_application_form_completeness,complete,1971-03-09 03:04:00+00:00,case[120]
4646,Check_credit_history,complete,1971-03-09 03:05:00+00:00,case[120]
4647,Asses_loan_risk,complete,1971-03-09 03:06:00+00:00,case[120]
4648,Appraise_property,complete,1971-03-09 03:07:00+00:00,case[120]
4649,Asses_elegibility,complete,1971-03-09 03:08:00+00:00,case[120]
4650,Reject_application,complete,1971-03-09 03:09:00+00:00,case[120]
4651,Loan_application_rejected,complete,1971-03-09 03:10:00+00:00,case[120]
4652,Finish_process,complete,1971-03-09 03:11:00+00:00,case[120]
4653,Loan_application_received,complete,1971-03-09 04:00:00+00:00,case[121]
4654,Check_application_form_completeness,complete,1971-03-09 04:01:00+00:00,case[121]
4655,Return_application_back_to_applicant,complete,1971-03-09 04:02:00+00:00,case[121]
4656,Receive_updated_application,complete,1971-03-09 04:03:00+00:00,case[121]
4657,Check_application_form_completeness,complete,1971-03-09 04:04:00+00:00,case[121]
4658,Return_application_back_to_applicant,complete,1971-03-09 04:05:00+00:00,case[121]
4659,Receive_updated_application,complete,1971-03-09 04:06:00+00:00,case[121]
4660,Check_application_form_completeness,complete,1971-03-09 04:07:00+00:00,case[121]
4661,Check_credit_history,complete,1971-03-09 04:08:00+00:00,case[121]
4662,Asses_loan_risk,complete,1971-03-09 04:09:00+00:00,case[121]
4663,Appraise_property,complete,1971-03-09 04:10:00+00:00,case[121]
4664,Asses_elegibility,complete,1971-03-09 04:11:00+00:00,case[121]
4665,Reject_application,complete,1971-03-09 04:12:00+00:00,case[121]
4666,Loan_application_rejected,complete,1971-03-09 04:13:00+00:00,case[121]
4667,Finish_process,complete,1971-03-09 04:14:00+00:00,case[121]
4668,Loan_application_received,complete,1971-03-09 05:00:00+00:00,case[122]
4669,Check_application_form_completeness,complete,1971-03-09 05:01:00+00:00,case[122]
4670,Appraise_property,complete,1971-03-09 05:02:00+00:00,case[122]
4671,Check_credit_history,complete,1971-03-09 05:03:00+00:00,case[122]
4672,Asses_loan_risk,complete,1971-03-09 05:04:00+00:00,case[122]
4673,Asses_elegibility,complete,1971-03-09 05:05:00+00:00,case[122]
4674,Reject_application,complete,1971-03-09 05:06:00+00:00,case[122]
4675,Loan_application_rejected,complete,1971-03-09 05:07:00+00:00,case[122]
4676,Finish_process,complete,1971-03-09 05:08:00+00:00,case[122]
4677,Loan_application_received,complete,1971-03-09 06:00:00+00:00,case[123]
4678,Check_application_form_completeness,complete,1971-03-09 06:01:00+00:00,case[123]
4679,Return_application_back_to_applicant,complete,1971-03-09 06:02:00+00:00,case[123]
4680,Receive_updated_application,complete,1971-03-09 06:03:00+00:00,case[123]
4681,Check_application_form_completeness,complete,1971-03-09 06:04:00+00:00,case[123]
4682,Appraise_property,complete,1971-03-09 06:05:00+00:00,case[123]
4683,Check_credit_history,complete,1971-03-09 06:06:00+00:00,case[123]
4684,Asses_loan_risk,complete,1971-03-09 06:07:00+00:00,case[123]
4685,Asses_elegibility,complete,1971-03-09 06:08:00+00:00,case[123]
4686,Reject_application,complete,1971-03-09 06:09:00+00:00,case[123]
4687,Loan_application_rejected,complete,1971-03-09 06:10:00+00:00,case[123]
4688,Finish_process,complete,1971-03-09 06:11:00+00:00,case[123]
4689,Loan_application_received,complete,1971-03-09 07:00:00+00:00,case[124]
4690,Check_application_form_completeness,complete,1971-03-09 07:01:00+00:00,case[124]
4691,Check_credit_history,complete,1971-03-09 07:02:00+00:00,case[124]
4692,Asses_loan_risk,complete,1971-03-09 07:03:00+00:00,case[124]
4693,Appraise_property,complete,1971-03-09 07:04:00+00:00,case[124]
4694,Asses_elegibility,complete,1971-03-09 07:05:00+00:00,case[124]
4695,Send_home_insurance_quote,complete,1971-03-09 07:06:00+00:00,case[124]
4696,Verify_repayment_agreement,complete,1971-03-09 07:07:00+00:00,case[124]
4697,Cancel_application,complete,1971-03-09 07:08:00+00:00,case[124]
4698,Loan_application_canceled,complete,1971-03-09 07:09:00+00:00,case[124]
4699,Finish_process,complete,1971-03-09 07:10:00+00:00,case[124]
4700,Loan_application_received,complete,1971-03-09 08:00:00+00:00,case[125]
4701,Check_application_form_completeness,complete,1971-03-09 08:01:00+00:00,case[125]
4702,Check_credit_history,complete,1971-03-09 08:02:00+00:00,case[125]
4703,Asses_loan_risk,complete,1971-03-09 08:03:00+00:00,case[125]
4704,Appraise_property,complete,1971-03-09 08:04:00+00:00,case[125]
4705,Asses_elegibility,complete,1971-03-09 08:05:00+00:00,case[125]
4706,Reject_application,complete,1971-03-09 08:06:00+00:00,case[125]
4707,Loan_application_rejected,complete,1971-03-09 08:07:00+00:00,case[125]
4708,Finish_process,complete,1971-03-09 08:08:00+00:00,case[125]
4709,Loan_application_received,complete,1971-03-09 09:00:00+00:00,case[126]
4710,Check_application_form_completeness,complete,1971-03-09 09:01:00+00:00,case[126]
4711,Check_credit_history,complete,1971-03-09 09:02:00+00:00,case[126]
4712,Asses_loan_risk,complete,1971-03-09 09:03:00+00:00,case[126]
4713,Appraise_property,complete,1971-03-09 09:04:00+00:00,case[126]
4714,Asses_elegibility,complete,1971-03-09 09:05:00+00:00,case[126]
4715,Reject_application,complete,1971-03-09 09:06:00+00:00,case[126]
4716,Loan_application_rejected,complete,1971-03-09 09:07:00+00:00,case[126]
4717,Finish_process,complete,1971-03-09 09:08:00+00:00,case[126]
4718,Loan_application_received,complete,1971-03-09 10:00:00+00:00,case[127]
4719,Check_application_form_completeness,complete,1971-03-09 10:01:00+00:00,case[127]
4720,Appraise_property,complete,1971-03-09 10:02:00+00:00,case[127]
4721,Check_credit_history,complete,1971-03-09 10:03:00+00:00,case[127]
4722,Asses_loan_risk,complete,1971-03-09 10:04:00+00:00,case[127]
4723,Asses_elegibility,complete,1971-03-09 10:05:00+00:00,case[127]
4724,Prepare_acceptance_pack,complete,1971-03-09 10:06:00+00:00,case[127]
4725,Check_if_home_insurance_quote_is_requested,complete,1971-03-09 10:07:00+00:00,case[127]
4726,Send_home_insurance_quote,complete,1971-03-09 10:08:00+00:00,case[127]
4727,Verify_repayment_agreement,complete,1971-03-09 10:09:00+00:00,case[127]
4728,Approve_application,complete,1971-03-09 10:10:00+00:00,case[127]
4729,Loan_application_approved,complete,1971-03-09 10:11:00+00:00,case[127]
4730,Finish_process,complete,1971-03-09 10:12:00+00:00,case[127]
4731,Loan_application_received,complete,1971-03-09 11:00:00+00:00,case[128]
4732,Check_application_form_completeness,complete,1971-03-09 11:01:00+00:00,case[128]
4733,Check_credit_history,complete,1971-03-09 11:02:00+00:00,case[128]
4734,Asses_loan_risk,complete,1971-03-09 11:03:00+00:00,case[128]
4735,Appraise_property,complete,1971-03-09 11:04:00+00:00,case[128]
4736,Asses_elegibility,complete,1971-03-09 11:05:00+00:00,case[128]
4737,Reject_application,complete,1971-03-09 11:06:00+00:00,case[128]
4738,Loan_application_rejected,complete,1971-03-09 11:07:00+00:00,case[128]
4739,Finish_process,complete,1971-03-09 11:08:00+00:00,case[128]
4740,Loan_application_received,complete,1971-03-09 12:00:00+00:00,case[129]
4741,Check_application_form_completeness,complete,1971-03-09 12:01:00+00:00,case[129]
4742,Check_credit_history,complete,1971-03-09 12:02:00+00:00,case[129]
4743,Asses_loan_risk,complete,1971-03-09 12:03:00+00:00,case[129]
4744,Appraise_property,complete,1971-03-09 12:04:00+00:00,case[129]
4745,Asses_elegibility,complete,1971-03-09 12:05:00+00:00,case[129]
4746,Reject_application,complete,1971-03-09 12:06:00+00:00,case[129]
4747,Loan_application_rejected,complete,1971-03-09 12:07:00+00:00,case[129]
4748,Finish_process,complete,1971-03-09 12:08:00+00:00,case[129]
4749,Loan_application_received,complete,1971-03-09 13:00:00+00:00,case[130]
4750,Check_application_form_completeness,complete,1971-03-09 13:01:00+00:00,case[130]
4751,Return_application_back_to_applicant,complete,1971-03-09 13:02:00+00:00,case[130]
4752,Receive_updated_application,complete,1971-03-09 13:03:00+00:00,case[130]
4753,Check_application_form_completeness,complete,1971-03-09 13:04:00+00:00,case[130]
4754,Return_application_back_to_applicant,complete,1971-03-09 13:05:00+00:00,case[130]
4755,Receive_updated_application,complete,1971-03-09 13:06:00+00:00,case[130]
4756,Check_application_form_completeness,complete,1971-03-09 13:07:00+00:00,case[130]
4757,Check_credit_history,complete,1971-03-09 13:08:00+00:00,case[130]
4758,Asses_loan_risk,complete,1971-03-09 13:09:00+00:00,case[130]
4759,Appraise_property,complete,1971-03-09 13:10:00+00:00,case[130]
4760,Asses_elegibility,complete,1971-03-09 13:11:00+00:00,case[130]
4761,Prepare_acceptance_pack,complete,1971-03-09 13:12:00+00:00,case[130]
4762,Check_if_home_insurance_quote_is_requested,complete,1971-03-09 13:13:00+00:00,case[130]
4763,Send_home_insurance_quote,complete,1971-03-09 13:14:00+00:00,case[130]
4764,Verify_repayment_agreement,complete,1971-03-09 13:15:00+00:00,case[130]
4765,Approve_application,complete,1971-03-09 13:16:00+00:00,case[130]
4766,Loan_application_approved,complete,1971-03-09 13:17:00+00:00,case[130]
4767,Finish_process,complete,1971-03-09 13:18:00+00:00,case[130]
4768,Loan_application_received,complete,1971-03-09 14:00:00+00:00,case[131]
4769,Check_application_form_completeness,complete,1971-03-09 14:01:00+00:00,case[131]
4770,Appraise_property,complete,1971-03-09 14:02:00+00:00,case[131]
4771,Check_credit_history,complete,1971-03-09 14:03:00+00:00,case[131]
4772,Asses_loan_risk,complete,1971-03-09 14:04:00+00:00,case[131]
4773,Asses_elegibility,complete,1971-03-09 14:05:00+00:00,case[131]
4774,Reject_application,complete,1971-03-09 14:06:00+00:00,case[131]
4775,Loan_application_rejected,complete,1971-03-09 14:07:00+00:00,case[131]
4776,Finish_process,complete,1971-03-09 14:08:00+00:00,case[131]
4777,Loan_application_received,complete,1971-03-09 15:00:00+00:00,case[132]
4778,Check_application_form_completeness,complete,1971-03-09 15:01:00+00:00,case[132]
4779,Appraise_property,complete,1971-03-09 15:02:00+00:00,case[132]
4780,Check_credit_history,complete,1971-03-09 15:03:00+00:00,case[132]
4781,Asses_loan_risk,complete,1971-03-09 15:04:00+00:00,case[132]
4782,Asses_elegibility,complete,1971-03-09 15:05:00+00:00,case[132]
4783,Reject_application,complete,1971-03-09 15:06:00+00:00,case[132]
4784,Loan_application_rejected,complete,1971-03-09 15:07:00+00:00,case[132]
4785,Finish_process,complete,1971-03-09 15:08:00+00:00,case[132]
4786,Loan_application_received,complete,1971-03-09 16:00:00+00:00,case[133]
4787,Check_application_form_completeness,complete,1971-03-09 16:01:00+00:00,case[133]
4788,Check_credit_history,complete,1971-03-09 16:02:00+00:00,case[133]
4789,Asses_loan_risk,complete,1971-03-09 16:03:00+00:00,case[133]
4790,Appraise_property,complete,1971-03-09 16:04:00+00:00,case[133]
4791,Asses_elegibility,complete,1971-03-09 16:05:00+00:00,case[133]
4792,Reject_application,complete,1971-03-09 16:06:00+00:00,case[133]
4793,Loan_application_rejected,complete,1971-03-09 16:07:00+00:00,case[133]
4794,Finish_process,complete,1971-03-09 16:08:00+00:00,case[133]
4795,Loan_application_received,complete,1971-03-09 17:00:00+00:00,case[134]
4796,Check_application_form_completeness,complete,1971-03-09 17:01:00+00:00,case[134]
4797,Return_application_back_to_applicant,complete,1971-03-09 17:02:00+00:00,case[134]
4798,Receive_updated_application,complete,1971-03-09 17:03:00+00:00,case[134]
4799,Check_application_form_completeness,complete,1971-03-09 17:04:00+00:00,case[134]
4800,Return_application_back_to_applicant,complete,1971-03-09 17:05:00+00:00,case[134]
4801,Receive_updated_application,complete,1971-03-09 17:06:00+00:00,case[134]
4802,Check_application_form_completeness,complete,1971-03-09 17:07:00+00:00,case[134]
4803,Check_credit_history,complete,1971-03-09 17:08:00+00:00,case[134]
4804,Asses_loan_risk,complete,1971-03-09 17:09:00+00:00,case[134]
4805,Appraise_property,complete,1971-03-09 17:10:00+00:00,case[134]
4806,Asses_elegibility,complete,1971-03-09 17:11:00+00:00,case[134]
4807,Prepare_acceptance_pack,complete,1971-03-09 17:12:00+00:00,case[134]
4808,Check_if_home_insurance_quote_is_requested,complete,1971-03-09 17:13:00+00:00,case[134]
4809,Send_acceptance_pack,complete,1971-03-09 17:14:00+00:00,case[134]
4810,Verify_repayment_agreement,complete,1971-03-09 17:15:00+00:00,case[134]
4811,Cancel_application,complete,1971-03-09 17:16:00+00:00,case[134]
4812,Loan_application_canceled,complete,1971-03-09 17:17:00+00:00,case[134]
4813,Finish_process,complete,1971-03-09 17:18:00+00:00,case[134]
4814,Loan_application_received,complete,1971-03-09 18:00:00+00:00,case[135]
4815,Check_application_form_completeness,complete,1971-03-09 18:01:00+00:00,case[135]
4816,Check_credit_history,complete,1971-03-09 18:02:00+00:00,case[135]
4817,Asses_loan_risk,complete,1971-03-09 18:03:00+00:00,case[135]
4818,Appraise_property,complete,1971-03-09 18:04:00+00:00,case[135]
4819,Asses_elegibility,complete,1971-03-09 18:05:00+00:00,case[135]
4820,Reject_application,complete,1971-03-09 18:06:00+00:00,case[135]
4821,Loan_application_rejected,complete,1971-03-09 18:07:00+00:00,case[135]
4822,Finish_process,complete,1971-03-09 18:08:00+00:00,case[135]
4823,Loan_application_received,complete,1971-03-09 19:00:00+00:00,case[136]
4824,Check_application_form_completeness,complete,1971-03-09 19:01:00+00:00,case[136]
4825,Check_credit_history,complete,1971-03-09 19:02:00+00:00,case[136]
4826,Asses_loan_risk,complete,1971-03-09 19:03:00+00:00,case[136]
4827,Appraise_property,complete,1971-03-09 19:04:00+00:00,case[136]
4828,Asses_elegibility,complete,1971-03-09 19:05:00+00:00,case[136]
4829,Reject_application,complete,1971-03-09 19:06:00+00:00,case[136]
4830,Loan_application_rejected,complete,1971-03-09 19:07:00+00:00,case[136]
4831,Finish_process,complete,1971-03-09 19:08:00+00:00,case[136]
4832,Loan_application_received,complete,1971-03-09 20:00:00+00:00,case[137]
4833,Check_application_form_completeness,complete,1971-03-09 20:01:00+00:00,case[137]
4834,Check_credit_history,complete,1971-03-09 20:02:00+00:00,case[137]
4835,Asses_loan_risk,complete,1971-03-09 20:03:00+00:00,case[137]
4836,Appraise_property,complete,1971-03-09 20:04:00+00:00,case[137]
4837,Asses_elegibility,complete,1971-03-09 20:05:00+00:00,case[137]
4838,Prepare_acceptance_pack,complete,1971-03-09 20:06:00+00:00,case[137]
4839,Check_if_home_insurance_quote_is_requested,complete,1971-03-09 20:07:00+00:00,case[137]
4840,Send_home_insurance_quote,complete,1971-03-09 20:08:00+00:00,case[137]
4841,Verify_repayment_agreement,complete,1971-03-09 20:09:00+00:00,case[137]
4842,Cancel_application,complete,1971-03-09 20:10:00+00:00,case[137]
4843,Loan_application_canceled,complete,1971-03-09 20:11:00+00:00,case[137]
4844,Finish_process,complete,1971-03-09 20:12:00+00:00,case[137]
4845,Loan_application_received,complete,1971-03-09 21:00:00+00:00,case[138]
4846,Check_application_form_completeness,complete,1971-03-09 21:01:00+00:00,case[138]
4847,Return_application_back_to_applicant,complete,1971-03-09 21:02:00+00:00,case[138]
4848,Receive_updated_application,complete,1971-03-09 21:03:00+00:00,case[138]
4849,Check_application_form_completeness,complete,1971-03-09 21:04:00+00:00,case[138]
4850,Return_application_back_to_applicant,complete,1971-03-09 21:05:00+00:00,case[138]
4851,Receive_updated_application,complete,1971-03-09 21:06:00+00:00,case[138]
4852,Check_application_form_completeness,complete,1971-03-09 21:07:00+00:00,case[138]
4853,Return_application_back_to_applicant,complete,1971-03-09 21:08:00+00:00,case[138]
4854,Receive_updated_application,complete,1971-03-09 21:09:00+00:00,case[138]
4855,Check_application_form_completeness,complete,1971-03-09 21:10:00+00:00,case[138]
4856,Appraise_property,complete,1971-03-09 21:11:00+00:00,case[138]
4857,Check_credit_history,complete,1971-03-09 21:12:00+00:00,case[138]
4858,Asses_loan_risk,complete,1971-03-09 21:13:00+00:00,case[138]
4859,Asses_elegibility,complete,1971-03-09 21:14:00+00:00,case[138]
4860,Send_home_insurance_quote,complete,1971-03-09 21:15:00+00:00,case[138]
4861,Verify_repayment_agreement,complete,1971-03-09 21:16:00+00:00,case[138]
4862,Cancel_application,complete,1971-03-09 21:17:00+00:00,case[138]
4863,Loan_application_canceled,complete,1971-03-09 21:18:00+00:00,case[138]
4864,Finish_process,complete,1971-03-09 21:19:00+00:00,case[138]
4865,Loan_application_received,complete,1971-03-09 22:00:00+00:00,case[139]
4866,Check_application_form_completeness,complete,1971-03-09 22:01:00+00:00,case[139]
4867,Appraise_property,complete,1971-03-09 22:02:00+00:00,case[139]
4868,Check_credit_history,complete,1971-03-09 22:03:00+00:00,case[139]
4869,Asses_loan_risk,complete,1971-03-09 22:04:00+00:00,case[139]
4870,Asses_elegibility,complete,1971-03-09 22:05:00+00:00,case[139]
4871,Prepare_acceptance_pack,complete,1971-03-09 22:06:00+00:00,case[139]
4872,Check_if_home_insurance_quote_is_requested,complete,1971-03-09 22:07:00+00:00,case[139]
4873,Send_home_insurance_quote,complete,1971-03-09 22:08:00+00:00,case[139]
4874,Verify_repayment_agreement,complete,1971-03-09 22:09:00+00:00,case[139]
4875,Approve_application,complete,1971-03-09 22:10:00+00:00,case[139]
4876,Loan_application_approved,complete,1971-03-09 22:11:00+00:00,case[139]
4877,Finish_process,complete,1971-03-09 22:12:00+00:00,case[139]
4878,Loan_application_received,complete,1971-03-09 23:00:00+00:00,case[140]
4879,Check_application_form_completeness,complete,1971-03-09 23:01:00+00:00,case[140]
4880,Return_application_back_to_applicant,complete,1971-03-09 23:02:00+00:00,case[140]
4881,Receive_updated_application,complete,1971-03-09 23:03:00+00:00,case[140]
4882,Check_application_form_completeness,complete,1971-03-09 23:04:00+00:00,case[140]
4883,Appraise_property,complete,1971-03-09 23:05:00+00:00,case[140]
4884,Check_credit_history,complete,1971-03-09 23:06:00+00:00,case[140]
4885,Asses_loan_risk,complete,1971-03-09 23:07:00+00:00,case[140]
4886,Asses_elegibility,complete,1971-03-09 23:08:00+00:00,case[140]
4887,Reject_application,complete,1971-03-09 23:09:00+00:00,case[140]
4888,Loan_application_rejected,complete,1971-03-09 23:10:00+00:00,case[140]
4889,Finish_process,complete,1971-03-09 23:11:00+00:00,case[140]
4890,Loan_application_received,complete,1971-03-10 00:00:00+00:00,case[141]
4891,Check_application_form_completeness,complete,1971-03-10 00:01:00+00:00,case[141]
4892,Check_credit_history,complete,1971-03-10 00:02:00+00:00,case[141]
4893,Asses_loan_risk,complete,1971-03-10 00:03:00+00:00,case[141]
4894,Appraise_property,complete,1971-03-10 00:04:00+00:00,case[141]
4895,Asses_elegibility,complete,1971-03-10 00:05:00+00:00,case[141]
4896,Reject_application,complete,1971-03-10 00:06:00+00:00,case[141]
4897,Loan_application_rejected,complete,1971-03-10 00:07:00+00:00,case[141]
4898,Finish_process,complete,1971-03-10 00:08:00+00:00,case[141]
4899,Loan_application_received,complete,1971-03-10 01:00:00+00:00,case[142]
4900,Check_application_form_completeness,complete,1971-03-10 01:01:00+00:00,case[142]
4901,Return_application_back_to_applicant,complete,1971-03-10 01:02:00+00:00,case[142]
4902,Receive_updated_application,complete,1971-03-10 01:03:00+00:00,case[142]
4903,Check_application_form_completeness,complete,1971-03-10 01:04:00+00:00,case[142]
4904,Appraise_property,complete,1971-03-10 01:05:00+00:00,case[142]
4905,Check_credit_history,complete,1971-03-10 01:06:00+00:00,case[142]
4906,Asses_loan_risk,complete,1971-03-10 01:07:00+00:00,case[142]
4907,Asses_elegibility,complete,1971-03-10 01:08:00+00:00,case[142]
4908,Send_acceptance_pack,complete,1971-03-10 01:09:00+00:00,case[142]
4909,Verify_repayment_agreement,complete,1971-03-10 01:10:00+00:00,case[142]
4910,Approve_application,complete,1971-03-10 01:11:00+00:00,case[142]
4911,Loan_application_approved,complete,1971-03-10 01:12:00+00:00,case[142]
4912,Finish_process,complete,1971-03-10 01:13:00+00:00,case[142]
4913,Loan_application_received,complete,1971-03-10 02:00:00+00:00,case[143]
4914,Check_application_form_completeness,complete,1971-03-10 02:01:00+00:00,case[143]
4915,Appraise_property,complete,1971-03-10 02:02:00+00:00,case[143]
4916,Check_credit_history,complete,1971-03-10 02:03:00+00:00,case[143]
4917,Asses_loan_risk,complete,1971-03-10 02:04:00+00:00,case[143]
4918,Asses_elegibility,complete,1971-03-10 02:05:00+00:00,case[143]
4919,Reject_application,complete,1971-03-10 02:06:00+00:00,case[143]
4920,Loan_application_rejected,complete,1971-03-10 02:07:00+00:00,case[143]
4921,Finish_process,complete,1971-03-10 02:08:00+00:00,case[143]
4922,Loan_application_received,complete,1971-03-10 03:00:00+00:00,case[144]
4923,Check_application_form_completeness,complete,1971-03-10 03:01:00+00:00,case[144]
4924,Appraise_property,complete,1971-03-10 03:02:00+00:00,case[144]
4925,Check_credit_history,complete,1971-03-10 03:03:00+00:00,case[144]
4926,Asses_loan_risk,complete,1971-03-10 03:04:00+00:00,case[144]
4927,Asses_elegibility,complete,1971-03-10 03:05:00+00:00,case[144]
4928,Reject_application,complete,1971-03-10 03:06:00+00:00,case[144]
4929,Loan_application_rejected,complete,1971-03-10 03:07:00+00:00,case[144]
4930,Finish_process,complete,1971-03-10 03:08:00+00:00,case[144]
4931,Loan_application_received,complete,1971-03-10 04:00:00+00:00,case[145]
4932,Check_application_form_completeness,complete,1971-03-10 04:01:00+00:00,case[145]
