concept:name,lifecycle:transition,time:timestamp,case:concept:name
Asses_loan_risk,complete,2026-01-02 14:55:00+00:00,case[187]
Appraise_property,complete,2026-01-02 14:56:00+00:00,case[187]
Asses_elegibility,complete,2026-01-02 14:57:00+00:00,case[187]
Prepare_acceptance_pack,complete,2026-01-02 14:58:00+00:00,case[187]
Check_if_home_insurance_quote_is_requested,complete,2026-01-02 14:59:00+00:00,case[187]
Send_acceptance_pack,complete,2026-01-02 15:00:00+00:00,case[187]
Verify_repayment_agreement,complete,2026-01-02 15:01:00+00:00,case[187]
Cancel_application,complete,2026-01-02 15:02:00+00:00,case[187]
Loan_application_canceled,complete,2026-01-02 15:03:00+00:00,case[187]
Finish_process,complete,2026-01-02 15:04:00+00:00,case[187]
Loan_application_received,complete,2026-01-02 15:05:00+00:00,case[188]
Check_application_form_completeness,complete,2026-01-02 15:06:00+00:00,case[188]
Appraise_property,complete,2026-01-02 15:07:00+00:00,case[188]
Check_credit_history,complete,2026-01-02 15:08:00+00:00,case[188]
Asses_loan_risk,complete,2026-01-02 15:09:00+00:00,case[188]
Asses_elegibility,complete,2026-01-02 15:10:00+00:00,case[188]
Prepare_acceptance_pack,complete,2026-01-02 15:11:00+00:00,case[188]
Check_if_home_insurance_quote_is_requested,complete,2026-01-02 15:12:00+00:00,case[188]
Send_acceptance_pack,complete,2026-01-02 15:13:00+00:00,case[188]
Verify_repayment_agreement,complete,2026-01-02 15:14:00+00:00,case[188]
Approve_application,complete,2026-01-02 15:15:00+00:00,case[188]
Loan_application_approved,complete,2026-01-02 15:16:00+00:00,case[188]
Finish_process,complete,2026-01-02 15:17:00+00:00,case[188]
Loan_application_received,complete,2026-01-02 15:18:00+00:00,case[189]
Check_application_form_completeness,complete,2026-01-02 15:19:00+00:00,case[189]
Check_credit_history,complete,2026-01-02 15:20:00+00:00,case[189]
Asses_loan_risk,complete,2026-01-02 15:21:00+00:00,case[189]
Appraise_property,complete,2026-01-02 15:22:00+00:00,case[189]
Asses_elegibility,complete,2026-01-02 15:23:00+00:00,case[189]
Prepare_acceptance_pack,complete,2026-01-02 15:24:00+00:00,case[189]
Check_if_home_insurance_quote_is_requested,complete,2026-01-02 15:25:00+00:00,case[189]
Send_home_insurance_quote,complete,2026-01-02 15:26:00+00:00,case[189]
Verify_repayment_agreement,complete,2026-01-02 15:27:00+00:00,case[189]
Approve_application,complete,2026-01-02 15:28:00+00:00,case[189]
Loan_application_approved,complete,2026-01-02 15:29:00+00:00,case[189]
Finish_process,complete,2026-01-02 15:30:00+00:00,case[189]
Loan_application_received,complete,2026-01-02 15:31:00+00:00,case[190]
Check_application_form_completeness,complete,2026-01-02 15:32:00+00:00,case[190]
Appraise_property,complete,2026-01-02 15:33:00+00:00,case[190]
Check_credit_history,complete,2026-01-02 15:34:00+00:00,case[190]
Asses_loan_risk,complete,2026-01-02 15:35:00+00:00,case[190]
Asses_elegibility,complete,2026-01-02 15:36:00+00:00,case[190]
Reject_application,complete,2026-01-02 15:37:00+00:00,case[190]
Loan_application_rejected,complete,2026-01-02 15:38:00+00:00,case[190]
Finish_process,complete,2026-01-02 15:39:00+00:00,case[190]
Loan_application_received,complete,2026-01-02 15:40:00+00:00,case[191]
Check_application_form_completeness,complete,2026-01-02 15:41:00+00:00,case[191]
Appraise_property,complete,2026-01-02 15:42:00+00:00,case[191]
Check_credit_history,complete,2026-01-02 15:43:00+00:00,case[191]
Asses_loan_risk,complete,2026-01-02 15:44:00+00:00,case[191]
Asses_elegibility,complete,2026-01-02 15:45:00+00:00,case[191]
Reject_application,complete,2026-01-02 15:46:00+00:00,case[191]
Loan_application_rejected,complete,2026-01-02 15:47:00+00:00,case[191]
Finish_process,complete,2026-01-02 15:48:00+00:00,case[191]
Loan_application_received,complete,2026-01-02 15:49:00+00:00,case[192]
Check_application_form_completeness,complete,2026-01-02 15:50:00+00:00,case[192]
Return_application_back_to_applicant,complete,2026-01-02 15:51:00+00:00,case[192]
Receive_updated_application,complete,2026-01-02 15:52:00+00:00,case[192]
Check_application_form_completeness,complete,2026-01-02 15:53:00+00:00,case[192]
Return_application_back_to_applicant,complete,2026-01-02 15:54:00+00:00,case[192]
Receive_updated_application,complete,2026-01-02 15:55:00+00:00,case[192]
Check_application_form_completeness,complete,2026-01-02 15:56:00+00:00,case[192]
Appraise_property,complete,2026-01-02 15:57:00+00:00,case[192]
Check_credit_history,complete,2026-01-02 15:58:00+00:00,case[192]
Asses_loan_risk,complete,2026-01-02 15:59:00+00:00,case[192]
Asses_elegibility,complete,2026-01-02 16:00:00+00:00,case[192]
Reject_application,complete,2026-01-02 16:01:00+00:00,case[192]
Loan_application_rejected,complete,2026-01-02 16:02:00+00:00,case[192]
Finish_process,complete,2026-01-02 16:03:00+00:00,case[192]
Loan_application_received,complete,2026-01-02 16:04:00+00:00,case[193]
Check_application_form_completeness,complete,2026-01-02 16:05:00+00:00,case[193]
Check_credit_history,complete,2026-01-02 16:06:00+00:00,case[193]
Asses_loan_risk,complete,2026-01-02 16:07:00+00:00,case[193]
Appraise_property,complete,2026-01-02 16:08:00+00:00,case[193]
Asses_elegibility,complete,2026-01-02 16:09:00+00:00,case[193]
Reject_application,complete,2026-01-02 16:10:00+00:00,case[193]
Loan_application_rejected,complete,2026-01-02 16:11:00+00:00,case[193]
Finish_process,complete,2026-01-02 16:12:00+00:00,case[193]
Loan_application_received,complete,2026-01-02 16:13:00+00:00,case[194]
Check_application_form_completeness,complete,2026-01-02 16:14:00+00:00,case[194]
Appraise_property,complete,2026-01-02 16:15:00+00:00,case[194]
Check_credit_history,complete,2026-01-02 16:16:00+00:00,case[194]
Asses_loan_risk,complete,2026-01-02 16:17:00+00:00,case[194]
Asses_elegibility,complete,2026-01-02 16:18:00+00:00,case[194]
Prepare_acceptance_pack,complete,2026-01-02 16:19:00+00:00,case[194]
Check_if_home_insurance_quote_is_requested,complete,2026-01-02 16:20:00+00:00,case[194]
Send_acceptance_pack,complete,2026-01-02 16:21:00+00:00,case[194]
Verify_repayment_agreement,complete,2026-01-02 16:22:00+00:00,case[194]
Approve_application,complete,2026-01-02 16:23:00+00:00,case[194]
Loan_application_approved,complete,2026-01-02 16:24:00+00:00,case[194]
Finish_process,complete,2026-01-02 16:25:00+00:00,case[194]
Loan_application_received,complete,2026-01-02 16:26:00+00:00,case[195]
Check_application_form_completeness,complete,2026-01-02 16:27:00+00:00,case[195]
Appraise_property,complete,2026-01-02 16:28:00+00:00,case[195]
Check_credit_history,complete,2026-01-02 16:29:00+00:00,case[195]
Asses_loan_risk,complete,2026-01-02 16:30:00+00:00,case[195]
Asses_elegibility,complete,2026-01-02 16:31:00+00:00,case[195]
Reject_application,complete,2026-01-02 16:32:00+00:00,case[195]
Loan_application_rejected,complete,2026-01-02 16:33:00+00:00,case[195]
Finish_process,complete,2026-01-02 16:34:00+00:00,case[195]
Loan_application_received,complete,2026-01-02 16:35:00+00:00,case[196]
Check_application_form_completeness,complete,2026-01-02 16:36:00+00:00,case[196]
Check_credit_history,complete,2026-01-02 16:37:00+00:00,case[196]
Asses_loan_risk,complete,2026-01-02 16:38:00+00:00,case[196]
Appraise_property,complete,2026-01-02 16:39:00+00:00,case[196]
Asses_elegibility,complete,2026-01-02 16:40:00+00:00,case[196]
Prepare_acceptance_pack,complete,2026-01-02 16:41:00+00:00,case[196]
Check_if_home_insurance_quote_is_requested,complete,2026-01-02 16:42:00+00:00,case[196]
Send_home_insurance_quote,complete,2026-01-02 16:43:00+00:00,case[196]
Verify_repayment_agreement,complete,2026-01-02 16:44:00+00:00,case[196]
Approve_application,complete,2026-01-02 16:45:00+00:00,case[196]
Loan_application_approved,complete,2026-01-02 16:46:00+00:00,case[196]
Finish_process,complete,2026-01-02 16:47:00+00:00,case[196]
Loan_application_received,complete,2026-01-02 16:48:00+00:00,case[197]
Check_application_form_completeness,complete,2026-01-02 16:49:00+00:00,case[197]
Return_application_back_to_applicant,complete,2026-01-02 16:50:00+00:00,case[197]
Receive_updated_application,complete,2026-01-02 16:51:00+00:00,case[197]
Check_application_form_completeness,complete,2026-01-02 16:52:00+00:00,case[197]
Return_application_back_to_applicant,complete,2026-01-02 16:53:00+00:00,case[197]
Receive_updated_application,complete,2026-01-02 16:54:00+00:00,case[197]
Check_application_form_completeness,complete,2026-01-02 16:55:00+00:00,case[197]
Appraise_property,complete,2026-01-02 16:56:00+00:00,case[197]
Check_credit_history,complete,2026-01-02 16:57:00+00:00,case[197]
Asses_loan_risk,complete,2026-01-02 16:58:00+00:00,case[197]
Asses_elegibility,complete,2026-01-02 16:59:00+00:00,case[197]
Reject_application,complete,2026-01-02 17:00:00+00:00,case[197]
Loan_application_rejected,complete,2026-01-02 17:01:00+00:00,case[197]
Finish_process,complete,2026-01-02 17:02:00+00:00,case[197]
Loan_application_received,complete,2026-01-02 17:03:00+00:00,case[198]
Check_application_form_completeness,complete,2026-01-02 17:04:00+00:00,case[198]
Appraise_property,complete,2026-01-02 17:05:00+00:00,case[198]
Check_credit_history,complete,2026-01-02 17:06:00+00:00,case[198]
Asses_loan_risk,complete,2026-01-02 17:07:00+00:00,case[198]
Asses_elegibility,complete,2026-01-02 17:08:00+00:00,case[198]
Prepare_acceptance_pack,complete,2026-01-02 17:09:00+00:00,case[198]
Check_if_home_insurance_quote_is_requested,complete,2026-01-02 17:10:00+00:00,case[198]
Send_home_insurance_quote,complete,2026-01-02 17:11:00+00:00,case[198]
Verify_repayment_agreement,complete,2026-01-02 17:12:00+00:00,case[198]
Approve_application,complete,2026-01-02 17:13:00+00:00,case[198]
Loan_application_approved,complete,2026-01-02 17:14:00+00:00,case[198]
Finish_process,complete,2026-01-02 17:15:00+00:00,case[198]
Loan_application_received,complete,2026-01-02 17:16:00+00:00,case[199]
Check_application_form_completeness,complete,2026-01-02 17:17:00+00:00,case[199]
Check_credit_history,complete,2026-01-02 17:18:00+00:00,case[199]
Asses_loan_risk,complete,2026-01-02 17:19:00+00:00,case[199]
Appraise_property,complete,2026-01-02 17:20:00+00:00,case[199]
Asses_elegibility,complete,2026-01-02 17:21:00+00:00,case[199]
Prepare_acceptance_pack,complete,2026-01-02 17:22:00+00:00,case[199]
Check_if_home_insurance_quote_is_requested,complete,2026-01-02 17:23:00+00:00,case[199]
Send_home_insurance_quote,complete,2026-01-02 17:24:00+00:00,case[199]
Verify_repayment_agreement,complete,2026-01-02 17:25:00+00:00,case[199]
Cancel_application,complete,2026-01-02 17:26:00+00:00,case[199]
Loan_application_canceled,complete,2026-01-02 17:27:00+00:00,case[199]
Finish_process,complete,2026-01-02 17:28:00+00:00,case[199]
Loan_application_received,complete,2026-01-02 17:29:00+00:00,case[200]
Check_application_form_completeness,complete,2026-01-02 17:30:00+00:00,case[200]
Return_application_back_to_applicant,complete,2026-01-02 17:31:00+00:00,case[200]
Receive_updated_application,complete,2026-01-02 17:32:00+00:00,case[200]
Check_application_form_completeness,complete,2026-01-02 17:33:00+00:00,case[200]
Return_application_back_to_applicant,complete,2026-01-02 17:34:00+00:00,case[200]
Receive_updated_application,complete,2026-01-02 17:35:00+00:00,case[200]
Check_application_form_completeness,complete,2026-01-02 17:36:00+00:00,case[200]
Return_application_back_to_applicant,complete,2026-01-02 17:37:00+00:00,case[200]
Receive_updated_application,complete,2026-01-02 17:38:00+00:00,case[200]
Check_application_form_completeness,complete,2026-01-02 17:39:00+00:00,case[200]
Appraise_property,complete,2026-01-02 17:40:00+00:00,case[200]
Check_credit_history,complete,2026-01-02 17:41:00+00:00,case[200]
Asses_loan_risk,complete,2026-01-02 17:42:00+00:00,case[200]
Asses_elegibility,complete,2026-01-02 17:43:00+00:00,case[200]
Prepare_acceptance_pack,complete,2026-01-02 17:44:00+00:00,case[200]
Check_if_home_insurance_quote_is_requested,complete,2026-01-02 17:45:00+00:00,case[200]
Send_acceptance_pack,complete,2026-01-02 17:46:00+00:00,case[200]
Verify_repayment_agreement,complete,2026-01-02 17:47:00+00:00,case[200]
Approve_application,complete,2026-01-02 17:48:00+00:00,case[200]
Loan_application_approved,complete,2026-01-02 17:49:00+00:00,case[200]
Finish_process,complete,2026-01-02 17:50:00+00:00,case[200]
Loan_application_received,complete,2026-01-02 17:51:00+00:00,case[201]
Check_application_form_completeness,complete,2026-01-02 17:52:00+00:00,case[201]
Check_credit_history,complete,2026-01-02 17:53:00+00:00,case[201]
Asses_loan_risk,complete,2026-01-02 17:54:00+00:00,case[201]
Appraise_property,complete,2026-01-02 17:55:00+00:00,case[201]
Asses_elegibility,complete,2026-01-02 17:56:00+00:00,case[201]
Reject_application,complete,2026-01-02 17:57:00+00:00,case[201]
Loan_application_rejected,complete,2026-01-02 17:58:00+00:00,case[201]
Finish_process,complete,2026-01-02 17:59:00+00:00,case[201]
Loan_application_received,complete,2026-01-02 18:00:00+00:00,case[202]
Check_application_form_completeness,complete,2026-01-02 18:01:00+00:00,case[202]
Check_credit_history,complete,2026-01-02 18:02:00+00:00,case[202]
Asses_loan_risk,complete,2026-01-02 18:03:00+00:00,case[202]
Appraise_property,complete,2026-01-02 18:04:00+00:00,case[202]
Asses_elegibility,complete,2026-01-02 18:05:00+00:00,case[202]
Prepare_acceptance_pack,complete,2026-01-02 18:06:00+00:00,case[202]
Check_if_home_insurance_quote_is_requested,complete,2026-01-02 18:07:00+00:00,case[202]
Send_home_insurance_quote,complete,2026-01-02 18:08:00+00:00,case[202]
Verify_repayment_agreement,complete,2026-01-02 18:09:00+00:00,case[202]
Approve_application,complete,2026-01-02 18:10:00+00:00,case[202]
Loan_application_approved,complete,2026-01-02 18:11:00+00:00,case[202]
Finish_process,complete,2026-01-02 18:12:00+00:00,case[202]
Loan_application_received,complete,2026-01-02 18:13:00+00:00,case[203]
Check_application_form_completeness,complete,2026-01-02 18:14:00+00:00,case[203]
Check_credit_history,complete,2026-01-02 18:15:00+00:00,case[203]
Asses_loan_risk,complete,2026-01-02 18:16:00+00:00,case[203]
Appraise_property,complete,2026-01-02 18:17:00+00:00,case[203]
Asses_elegibility,complete,2026-01-02 18:18:00+00:00,case[203]
Reject_application,complete,2026-01-02 18:19:00+00:00,case[203]
Loan_application_rejected,complete,2026-01-02 18:20:00+00:00,case[203]
Finish_process,complete,2026-01-02 18:21:00+00:00,case[203]
Loan_application_received,complete,2026-01-02 18:22:00+00:00,case[204]
Check_application_form_completeness,complete,2026-01-02 18:23:00+00:00,case[204]
Appraise_property,complete,2026-01-02 18:24:00+00:00,case[204]
Check_credit_history,complete,2026-01-02 18:25:00+00:00,case[204]
Asses_loan_risk,complete,2026-01-02 18:26:00+00:00,case[204]
Asses_elegibility,complete,2026-01-02 18:27:00+00:00,case[204]
Reject_application,complete,2026-01-02 18:28:00+00:00,case[204]
Loan_application_rejected,complete,2026-01-02 18:29:00+00:00,case[204]
Finish_process,complete,2026-01-02 18:30:00+00:00,case[204]
Loan_application_received,complete,2026-01-02 18:31:00+00:00,case[205]
Check_application_form_completeness,complete,2026-01-02 18:32:00+00:00,case[205]
Appraise_property,complete,2026-01-02 18:33:00+00:00,case[205]
Check_credit_history,complete,2026-01-02 18:34:00+00:00,case[205]
Asses_loan_risk,complete,2026-01-02 18:35:00+00:00,case[205]
Asses_elegibility,complete,2026-01-02 18:36:00+00:00,case[205]
Prepare_acceptance_pack,complete,2026-01-02 18:37:00+00:00,case[205]
Check_if_home_insurance_quote_is_requested,complete,2026-01-02 18:38:00+00:00,case[205]
Send_home_insurance_quote,complete,2026-01-02 18:39:00+00:00,case[205]
Verify_repayment_agreement,complete,2026-01-02 18:40:00+00:00,case[205]
Cancel_application,complete,2026-01-02 18:41:00+00:00,case[205]
Loan_application_canceled,complete,2026-01-02 18:42:00+00:00,case[205]
Finish_process,complete,2026-01-02 18:43:00+00:00,case[205]
Loan_application_received,complete,2026-01-02 18:44:00+00:00,case[206]
Check_application_form_completeness,complete,2026-01-02 18:45:00+00:00,case[206]
Return_application_back_to_applicant,complete,2026-01-02 18:46:00+00:00,case[206]
Receive_updated_application,complete,2026-01-02 18:47:00+00:00,case[206]
Check_application_form_completeness,complete,2026-01-02 18:48:00+00:00,case[206]
Return_application_back_to_applicant,complete,2026-01-02 18:49:00+00:00,case[206]
Receive_updated_application,complete,2026-01-02 18:50:00+00:00,case[206]
Check_application_form_completeness,complete,2026-01-02 18:51:00+00:00,case[206]
Check_credit_history,complete,2026-01-02 18:52:00+00:00,case[206]
Asses_loan_risk,complete,2026-01-02 18:53:00+00:00,case[206]
Appraise_property,complete,2026-01-02 18:54:00+00:00,case[206]
Asses_elegibility,complete,2026-01-02 18:55:00+00:00,case[206]
Reject_application,complete,2026-01-02 18:56:00+00:00,case[206]
Loan_application_rejected,complete,2026-01-02 18:57:00+00:00,case[206]
Finish_process,complete,2026-01-02 18:58:00+00:00,case[206]
Loan_application_received,complete,2026-01-02 18:59:00+00:00,case[207]
Check_application_form_completeness,complete,2026-01-02 19:00:00+00:00,case[207]
Check_credit_history,complete,2026-01-02 19:01:00+00:00,case[207]
Asses_loan_risk,complete,2026-01-02 19:02:00+00:00,case[207]
Appraise_property,complete,2026-01-02 19:03:00+00:00,case[207]
Asses_elegibility,complete,2026-01-02 19:04:00+00:00,case[207]
Prepare_acceptance_pack,complete,2026-01-02 19:05:00+00:00,case[207]
Check_if_home_insurance_quote_is_requested,complete,2026-01-02 19:06:00+00:00,case[207]
Send_acceptance_pack,complete,2026-01-02 19:07:00+00:00,case[207]
Verify_repayment_agreement,complete,2026-01-02 19:08:00+00:00,case[207]
Cancel_application,complete,2026-01-02 19:09:00+00:00,case[207]
Loan_application_canceled,complete,2026-01-02 19:10:00+00:00,case[207]
Finish_process,complete,2026-01-02 19:11:00+00:00,case[207]
Loan_application_received,complete,2026-01-02 19:12:00+00:00,case[208]
Check_application_form_completeness,complete,2026-01-02 19:13:00+00:00,case[208]
Check_credit_history,complete,2026-01-02 19:14:00+00:00,case[208]
Asses_loan_risk,complete,2026-01-02 19:15:00+00:00,case[208]
Appraise_property,complete,2026-01-02 19:16:00+00:00,case[208]
Asses_elegibility,complete,2026-01-02 19:17:00+00:00,case[208]
Prepare_acceptance_pack,complete,2026-01-02 19:18:00+00:00,case[208]
Check_if_home_insurance_quote_is_requested,complete,2026-01-02 19:19:00+00:00,case[208]
Send_acceptance_pack,complete,2026-01-02 19:20:00+00:00,case[208]
Verify_repayment_agreement,complete,2026-01-02 19:21:00+00:00,case[208]
Approve_application,complete,2026-01-02 19:22:00+00:00,case[208]
Loan_application_approved,complete,2026-01-02 19:23:00+00:00,case[208]
Finish_process,complete,2026-01-02 19:24:00+00:00,case[208]
Loan_application_received,complete,2026-01-02 19:25:00+00:00,case[209]
Check_application_form_completeness,complete,2026-01-02 19:26:00+00:00,case[209]
Check_credit_history,complete,2026-01-02 19:27:00+00:00,case[209]
Asses_loan_risk,complete,2026-01-02 19:28:00+00:00,case[209]
Appraise_property,complete,2026-01-02 19:29:00+00:00,case[209]
Asses_elegibility,complete,2026-01-02 19:30:00+00:00,case[209]
Reject_application,complete,2026-01-02 19:31:00+00:00,case[209]
Loan_application_rejected,complete,2026-01-02 19:32:00+00:00,case[209]
Finish_process,complete,2026-01-02 19:33:00+00:00,case[209]
Loan_application_received,complete,2026-01-02 19:34:00+00:00,case[210]
Check_application_form_completeness,complete,2026-01-02 19:35:00+00:00,case[210]
Return_application_back_to_applicant,complete,2026-01-02 19:36:00+00:00,case[210]
Receive_updated_application,complete,2026-01-02 19:37:00+00:00,case[210]
Check_application_form_completeness,complete,2026-01-02 19:38:00+00:00,case[210]
Return_application_back_to_applicant,complete,2026-01-02 19:39:00+00:00,case[210]
Receive_updated_application,complete,2026-01-02 19:40:00+00:00,case[210]
Check_application_form_completeness,complete,2026-01-02 19:41:00+00:00,case[210]
Appraise_property,complete,2026-01-02 19:42:00+00:00,case[210]
Check_credit_history,complete,2026-01-02 19:43:00+00:00,case[210]
Asses_loan_risk,complete,2026-01-02 19:44:00+00:00,case[210]
Asses_elegibility,complete,2026-01-02 19:45:00+00:00,case[210]
Reject_application,complete,2026-01-02 19:46:00+00:00,case[210]
Loan_application_rejected,complete,2026-01-02 19:47:00+00:00,case[210]
Finish_process,complete,2026-01-02 19:48:00+00:00,case[210]
Loan_application_received,complete,2026-01-02 19:49:00+00:00,case[211]
Check_application_form_completeness,complete,2026-01-02 19:50:00+00:00,case[211]
Check_credit_history,complete,2026-01-02 19:51:00+00:00,case[211]
Asses_loan_risk,complete,2026-01-02 19:52:00+00:00,case[211]
Appraise_property,complete,2026-01-02 19:53:00+00:00,case[211]
Asses_elegibility,complete,2026-01-02 19:54:00+00:00,case[211]
Reject_application,complete,2026-01-02 19:55:00+00:00,case[211]
Loan_application_rejected,complete,2026-01-02 19:56:00+00:00,case[211]
Finish_process,complete,2026-01-02 19:57:00+00:00,case[211]
Loan_application_received,complete,2026-01-02 19:58:00+00:00,case[212]
Check_application_form_completeness,complete,2026-01-02 19:59:00+00:00,case[212]
Check_credit_history,complete,2026-01-02 20:00:00+00:00,case[212]
Asses_loan_risk,complete,2026-01-02 20:01:00+00:00,case[212]
Appraise_property,complete,2026-01-02 20:02:00+00:00,case[212]
Asses_elegibility,complete,2026-01-02 20:03:00+00:00,case[212]
Reject_application,complete,2026-01-02 20:04:00+00:00,case[212]
Loan_application_rejected,complete,2026-01-02 20:05:00+00:00,case[212]
Finish_process,complete,2026-01-02 20:06:00+00:00,case[212]
Loan_application_received,complete,2026-01-02 20:07:00+00:00,case[213]
Check_application_form_completeness,complete,2026-01-02 20:08:00+00:00,case[213]
Appraise_property,complete,2026-01-02 20:09:00+00:00,case[213]
Check_credit_history,complete,2026-01-02 20:10:00+00:00,case[213]
Asses_loan_risk,complete,2026-01-02 20:11:00+00:00,case[213]
Asses_elegibility,complete,2026-01-02 20:12:00+00:00,case[213]
Reject_application,complete,2026-01-02 20:13:00+00:00,case[213]
Loan_application_rejected,complete,2026-01-02 20:14:00+00:00,case[213]
Finish_process,complete,2026-01-02 20:15:00+00:00,case[213]
Loan_application_received,complete,2026-01-02 20:16:00+00:00,case[214]
Check_application_form_completeness,complete,2026-01-02 20:17:00+00:00,case[214]
Return_application_back_to_applicant,complete,2026-01-02 20:18:00+00:00,case[214]
Receive_updated_application,complete,2026-01-02 20:19:00+00:00,case[214]
Check_application_form_completeness,complete,2026-01-02 20:20:00+00:00,case[214]
Check_credit_history,complete,2026-01-02 20:21:00+00:00,case[214]
Asses_loan_risk,complete,2026-01-02 20:22:00+00:00,case[214]
Appraise_property,complete,2026-01-02 20:23:00+00:00,case[214]
Asses_elegibility,complete,2026-01-02 20:24:00+00:00,case[214]
Prepare_acceptance_pack,complete,2026-01-02 20:25:00+00:00,case[214]
Check_if_home_insurance_quote_is_requested,complete,2026-01-02 20:26:00+00:00,case[214]
Send_acceptance_pack,complete,2026-01-02 20:27:00+00:00,case[214]
Verify_repayment_agreement,complete,2026-01-02 20:28:00+00:00,case[214]
Approve_application,complete,2026-01-02 20:29:00+00:00,case[214]
Loan_application_approved,complete,2026-01-02 20:30:00+00:00,case[214]
Finish_process,complete,2026-01-02 20:31:00+00:00,case[214]
Loan_application_received,complete,2026-01-02 20:32:00+00:00,case[215]
Check_application_form_completeness,complete,2026-01-02 20:33:00+00:00,case[215]
Appraise_property,complete,2026-01-02 20:34:00+00:00,case[215]
Check_credit_history,complete,2026-01-02 20:35:00+00:00,case[215]
Asses_loan_risk,complete,2026-01-02 20:36:00+00:00,case[215]
Asses_elegibility,complete,2026-01-02 20:37:00+00:00,case[215]
Reject_application,complete,2026-01-02 20:38:00+00:00,case[215]
Loan_application_rejected,complete,2026-01-02 20:39:00+00:00,case[215]
Finish_process,complete,2026-01-02 20:40:00+00:00,case[215]
Loan_application_received,complete,2026-01-02 20:41:00+00:00,case[216]
Check_application_form_completeness,complete,2026-01-02 20:42:00+00:00,case[216]
Appraise_property,complete,2026-01-02 20:43:00+00:00,case[216]
Check_credit_history,complete,2026-01-02 20:44:00+00:00,case[216]
Asses_loan_risk,complete,2026-01-02 20:45:00+00:00,case[216]
Asses_elegibility,complete,2026-01-02 20:46:00+00:00,case[216]
Reject_application,complete,2026-01-02 20:47:00+00:00,case[216]
Loan_application_rejected,complete,2026-01-02 20:48:00+00:00,case[216]
Finish_process,complete,2026-01-02 20:49:00+00:00,case[216]
Loan_application_received,complete,2026-01-02 20:50:00+00:00,case[217]
Check_application_form_completeness,complete,2026-01-02 20:51:00+00:00,case[217]
Appraise_property,complete,2026-01-02 20:52:00+00:00,case[217]
Check_credit_history,complete,2026-01-02 20:53:00+00:00,case[217]
Asses_loan_risk,complete,2026-01-02 20:54:00+00:00,case[217]
Asses_elegibility,complete,2026-01-02 20:55:00+00:00,case[217]
Reject_application,complete,2026-01-02 20:56:00+00:00,case[217]
Loan_application_rejected,complete,2026-01-02 20:57:00+00:00,case[217]
Finish_process,complete,2026-01-02 20:58:00+00:00,case[217]
Loan_application_received,complete,2026-01-02 20:59:00+00:00,case[218]
Check_application_form_completeness,complete,2026-01-02 21:00:00+00:00,case[218]
Check_credit_history,complete,2026-01-02 21:01:00+00:00,case[218]
Asses_loan_risk,complete,2026-01-02 21:02:00+00:00,case[218]
Appraise_property,complete,2026-01-02 21:03:00+00:00,case[218]
Asses_elegibility,complete,2026-01-02 21:04:00+00:00,case[218]
Prepare_acceptance_pack,complete,2026-01-02 21:05:00+00:00,case[218]
Check_if_home_insurance_quote_is_requested,complete,2026-01-02 21:06:00+00:00,case[218]
Send_home_insurance_quote,complete,2026-01-02 21:07:00+00:00,case[218]
Verify_repayment_agreement,complete,2026-01-02 21:08:00+00:00,case[218]
Cancel_application,complete,2026-01-02 21:09:00+00:00,case[218]
Loan_application_canceled,complete,2026-01-02 21:10:00+00:00,case[218]
Finish_process,complete,2026-01-02 21:11:00+00:00,case[218]
Loan_application_received,complete,2026-01-02 21:12:00+00:00,case[219]
Check_application_form_completeness,complete,2026-01-02 21:13:00+00:00,case[219]
Appraise_property,complete,2026-01-02 21:14:00+00:00,case[219]
Check_credit_history,complete,2026-01-02 21:15:00+00:00,case[219]
Asses_loan_risk,complete,2026-01-02 21:16:00+00:00,case[219]
Asses_elegibility,complete,2026-01-02 21:17:00+00:00,case[219]
Prepare_acceptance_pack,complete,2026-01-02 21:18:00+00:00,case[219]
Check_if_home_insurance_quote_is_requested,complete,2026-01-02 21:19:00+00:00,case[219]
Send_home_insurance_quote,complete,2026-01-02 21:20:00+00:00,case[219]
Verify_repayment_agreement,complete,2026-01-02 21:21:00+00:00,case[219]
Approve_application,complete,2026-01-02 21:22:00+00:00,case[219]
Loan_application_approved,complete,2026-01-02 21:23:00+00:00,case[219]
Finish_process,complete,2026-01-02 21:24:00+00:00,case[219]
Loan_application_received,complete,2026-01-02 21:25:00+00:00,case[220]
Check_application_form_completeness,complete,2026-01-02 21:26:00+00:00,case[220]
Appraise_property,complete,2026-01-02 21:27:00+00:00,case[220]
Check_credit_history,complete,2026-01-02 21:28:00+00:00,case[220]
Asses_loan_risk,complete,2026-01-02 21:29:00+00:00,case[220]
Asses_elegibility,complete,2026-01-02 21:30:00+00:00,case[220]
Reject_application,complete,2026-01-02 21:31:00+00:00,case[220]
Loan_application_rejected,complete,2026-01-02 21:32:00+00:00,case[220]
Finish_process,complete,2026-01-02 21:33:00+00:00,case[220]
Loan_application_received,complete,2026-01-02 21:34:00+00:00,case[221]
Check_application_form_completeness,complete,2026-01-02 21:35:00+00:00,case[221]
Return_application_back_to_applicant,complete,2026-01-02 21:36:00+00:00,case[221]
Receive_updated_application,complete,2026-01-02 21:37:00+00:00,case[221]
Check_application_form_completeness,complete,2026-01-02 21:38:00+00:00,case[221]
Return_application_back_to_applicant,complete,2026-01-02 21:39:00+00:00,case[221]
Receive_updated_application,complete,2026-01-02 21:40:00+00:00,case[221]
